text,correct,predicted_native_language
"In the course of the ride, we witnessed a spider's web, which looked brand-new and shining reflecting fresh morning dew.","In the course of the ride, we witnessed a spider's web, which looked brand-new and shining reflecting fresh morning dew. <- I'm having trouble with the ""spider's web, which looked brand new and shining reflecting fresh morning dew."" I feel like you're trying to pile too much action and description into a single clause. Grammatically there are no problems, but it's a bit unwieldy. I would probably choose a single descriptor that I thought was most important, or I would split it up. ""we noticed a spider's web, shining with fresh morning dew.""",Spanish
Let's get out of here.,"Time to get out. (If he is still in the bathtub) -Said with a rising intonation, so you don't sound angry =). Time for bed. (If you are just in the bathroom and he needs to go to bed) -Ditto. Alright, let's go...(do something) (If neither of the above contexts)",Spanish
I could not imagine I can speak or write English at a certain level at his moment before I began to do my current English activities.,I couldn't've imagined having my current level of English before I started my classes!,Spanish
"Today, I would like to introduce a farm which is most famous in Hokkaido.","Today, I would like to introduce a farm which is the most famous farm in Hokkaido. / Today, I would like to introduce a farm which is famous in Hokkaido.",Spanish
Why did I have money to eat out though I wrote a diary about how poor I'm few days ago?,Why did I have money to eat out though I wrote a diary about how poor I'm few days ago? Why did I have money to eat out despite writing in my diary a few days ago that I was broke?,Spanish
I've been listening to a radio today and I ('ve?) heard a celebrity complaining about Coelho's books.,"""I heard"" sounds better since you're talking about something specific.",Spanish
I intend to understand I am imaturity but I was mortified.,"I understand I am imaturity but I was mortified.Interesting - based on the context of the sentence, I believe you are trying to use the word ""Immature"", but you may want to use the word ""Young"". Also in this context - mortified is very strong word to be using. We don't use this much in our modern day language, it's usually found in novels. From my point of view, I believe you should try using this; ""..but I was terribly shocked"".",Spanish
But I wanted to be made hard the SF movie without description of family love.,Not sure what you meant here... But I thought it would be hard to make a SF movie without the description of family love.,Spanish
"Unfortunately, often poor and uneducated people (and sometimes also educated ones) see only the way of violence, to do something.","Unfortunately, often poor and uneducated people (and sometimes also educated ones) see only the way of violence, to do something. I would say ""see violence as the only way to accomplish something.""",Spanish
Sometimes I would like to be like Funes the memorious to be able to remember all days I have lived in my life with all its particular nuances.,"Sometimes I wish I were like (Borges') Funes the memorious to be able to remember all the days I have lived in my life with all (of) their particular nuances. The reference to Funes el memorioso would not be familiar to most English speakers- I had to read the wikipedia article. It might help to say Borges to give people somewhat of a context and so they know it's a fictional character, not a real person.",Spanish
