text,correct,predicted_native_language
It's one of my pleasures to drink glasses of wine before going to bed.,"It's one of my pleasures to drink wine before going to bed. (you can say ""a glass of wine"",""a glass or two"",or just ""wine"" I think it means it's low culture to drink too much. After two glasses, you can just drink out of the bottle.)",Chinese (Mandarin)
During the serial holidays I went to Boston with my friend.,serial? do you mean...seasonal?,Chinese (Mandarin)
"I think studing abroad is the best way to be it because I have to raise the level of English skill, but my mother say there are a way to be it without studing abroad.","I think studying abroad is the best way to become an English teacher because I have to improve my English , but my mother says there are ways which don't involve studying abroad.",Chinese (Mandarin)
"I was angry about that situation and people, who say ""give me"" whenever they meet me, at the first time when I was starting to live Tz.","When I first started to live Tz, I was angry about getting into that situation and at the people who say ""give me"" the first time they meet me",Chinese (Mandarin)
"It'll be finished my volunteer duty in April, so I want to go on a trip to make a pleasant memory with my fellows for the last time.","I'll be finished with my volunteering duty in April, so I want to go on a trip to make pleasant memories with my fellows for the last time. // My volunteer duties will be done in April, so I want to go on a trip to create pleasant memories with my friends for the last time.",Chinese (Mandarin)
It has nothing to do with me whom get the cost of living as a dollar.,It has nothing to do with me because I get paid uin dollars as I said before.,Chinese (Mandarin)
"However, after they knew that I've lived in Africa for 1 year, they went to 'Mc-donald's' with me.","However, after they found out that I had lived in Africa for 1 year, they went to 'Mc-donald's' with me. (you should use past perfect 'had lived' ,since you are telling about yourself in the past telling people about your past.... ahhh! Grammar is too confusing!)",Chinese (Mandarin)
"but after my travel(I visited the spain as a travel a few days ago),","But after traveling, such as to spain a few days ago, I felt quite strongly that I needed an Internet connection once again.",Chinese (Mandarin)
"What was worse, the rain, had been beginning since early evening, wetted our tent all night through.","What was worse, the rain, CAME DOWN FROM THE early evening, AND GOT OUR TENT WET wetted our tent all night through. (AND made us wet in the tent?)",Chinese (Mandarin)
"When I came back home after I distributed the handout for the next class to the students and made an appointment for today's class with them, the water supply almost finished.","When I came back home after I distributed the handout for the next class to the students and made an appointment for today's class with them, the water supply was almost finished.So you went to class? Last sentence you wrote you 'put the class off until tomorrow'...",Chinese (Mandarin)
"However, this area is dried up, so looks like a desert because it's the end of dry season now.","In other words, your friend there in Tanzania complained about having no water to drink so it is the end of the dry season, so soon the rains will come and you will have lots of water, maybe from late November then (you say the rainy season starts from November)",Chinese (Mandarin)
"For example, "" The Holiday"", "" ENCHAANTED"", "" MY BLUEBERRY NIGHTS"", and so on.","For example, ""The Holiday"", ""Enchanted"", ""My Blueberry Nights"", and so on. (When you write the names of books, movies, songs, etc., you should change the capital letters like this.)",Chinese (Mandarin)
"I thought, if it's difficult for you to choose what kinds of restaurants you go to with your friends, it would be very good to eat at a smorgasbord type restaurant.","I thought, if it's difficult for you to choose what kind of restaurant to go to with your friends, you should go to a buffet restaurant because it's enjoyable when you choose food with your friends. (Putting the two sentences together is more natural.)",Chinese (Mandarin)
"Today, I found that HELP DESK(a culb which helps international students in daily life) dissoluve in October 31...","Today, I found that HELP DESK (a club which helps international students in daily life) will dissolve on October 31... It would probably be better to say ""will close (or end) on October 31.",Chinese (Mandarin)
i have been studying english fore many years but i dont think i cant express al the thinks that i want to say,I have been studying English for many years but I don't think I can express all the thoughts (pensamientos?) that I want to say.,Chinese (Mandarin)
Because I want to work abroad and,"I started learning English because I want to work abroad and I simply think that speaking English sounds cool. (Whenever you use ""because"" you must put the reason for ""because"" in the same sentence.)",Chinese (Mandarin)
It is Soda taste.,"It tastes like Soda (or you can say ""It's Soda flavor"")",Chinese (Mandarin)
"After coming back to Korea, I took off a year from my university and have been in Australia for eight months to experience diverse cultures and to learn English.","After coming back to Korea, I took off a year from my university and have been in Australia for eight months to experience diverse cultures and to learn English. After returning to Korea, I took a year out from my university education and have since been in Australis for eight months to experience diverse cultures and to help improve my English.",Chinese (Mandarin)
"Today morning, I sent a email that requested to contain English(or Japanese) subtitles in the DVD that I really wanted to watch to Optimum Releasing.","This morning, I sent an email to Optimum Releasing inquiring if a DVD I wanted to watch had English(or Japanese) subtitles.",Chinese (Mandarin)
It is beautiful city=) I load your answer...,"It is a beautiful city=) I await your answer... ""Load"" is something a computer does to data; I think you mean ""await"", which is a fancy way of saying ""wait for"". =)",Chinese (Mandarin)
"Then, I could see a lot of snowing ""firsthand""(or ""with my own eyes"" Which is better?).","Then, right before my eyes, I could see a lot of snow falling.",Chinese (Mandarin)
