text,correct,predicted_native_language
"On the other hand, I read a English book without a dictionary for thirty minutes today.","On the other hand, I read an English book without a dictionary for thirty minutes today. Remember: the difference between ""a"" and ""an"". If the noun following starts with a vowel (A, E, I, O, or U) then it must be ""an"". You will get the hang of it.",Chinese (Mandarin)
I imagined that Brandon in the picture asked me why don't I come to Florida.,". I imagined when I was looking at a picture of Brandon, that Brandon was calling me and invited me to Florida.",Chinese (Mandarin)
"If we would like to learn how to paint on pottery in Japan, it is difficult for students to find the classes that we can be taught how to paint animals, still life, realistic flowers and portrait from photographs.","If we want to learn how to paint (on) pottery in Japan, it is difficult for students to find classes that we can take that teach (us) how to paint animals, still life, realistic flowers and portraits from photographs.",Chinese (Mandarin)
"I know the story because when I was a little child, I watched the animation of the story.",I know the story because when I was a little childI watched the cartoon/anime version of the story.,Chinese (Mandarin)
Maybe I will go to school at Nagoya or Osaka to take some good lessons of porcelain.,"Maybe I will go to school at Nagoya or Osaka, to take some good lessons on porcelain. (""on"" informs the reader of a specific subject. ""of"" makes it sound like the lessons are made of porcelain, which doesn't make sense.)",Chinese (Mandarin)
For a long time I've missed Apple Cider.,I've missed apple cider for a long time.,Chinese (Mandarin)
I would like to master portrait painting and try to paint miniatures which I've seen before in Europe.,I would like to master portrait painting and try to paint the types of miniatures I saw in Europe.,Chinese (Mandarin)
I want to say thank you very much for reading my journal entries and correcting them for a year all my friends.,I want to say thank you to all my friends who read and corrected my journals this year.,Chinese (Mandarin)
"Though I don't like snow, I like talking a walk with snow at night.","Though I don't like snow, I like taking a walk at night, when it is snowing.",Chinese (Mandarin)
This is our seven times house-moving in my whole life since I've married.,"This is our seventh time moving since we've married. (I think ""house-moving"" is better understood as just ""moving"". The listener will understand that you are referring to ""living in a new place"".",Chinese (Mandarin)
I got lots of International painter friends all over the world on facebook right now.,"I have a lot of international friends who can paint on facebook right now. (I think you don't need ""all over the world"" because you already said international.)",Chinese (Mandarin)
"When you chat with your foreign friend, if your friend tell you his/her address, search the neighborhood together.","When you chat with your foreign friend, if your friend tell you his/her address, you can use Google Earth to search the neighborhood at the same time.",Chinese (Mandarin)
"Therefore, I sometimes couldn't understand the meaning of his English, and I asked him the meaning.","Therefore, I sometimes couldn't understand what he meant, and I asked him to explain.",Chinese (Mandarin)
Yesterday I took one of online English tutors lesson for the first time in a year.,Yesterday I took one of my online English tutors lessons for the first time in a year. (By saying one lesson out of many lessons you must make lesson plural. Incorrect ex. Give me one of those apple. Correct ex. Give me one of those apples),Chinese (Mandarin)
"A first person put mochi into ""Kuromitsu(I guess it is made from brown sugar.), and a second person put them into ""Kinako""(It is beans flour with sugar.).","The first person puts mochi into ""Kuromitsu (I guess it is made from brown sugar.), and a second person puts it into ""Kinako""(It is beans and flour with sugar.).",Chinese (Mandarin)
Japanese people aren't good at hugging so much.,"Japanese people aren't very good at hugging (using ""very"" actually lessens the force of the sentence. If it said ""Japanese people aren't good at hugging"" it would be stronger than with the ""very"" in the sentence)",Chinese (Mandarin)
"Doctor said after he will have an operation, he can wake up and work again.","The doctor said after the operation, he would be able to wake up and work again.",Chinese (Mandarin)
We educate boys not to cry when they are in a tough situation even if they would like to cry in Japan.,"In Japan, we educate boys not to cry when they are in a tough situation even if they would like to cry. [By moving 'In Japan' to the start, it places emphasis on the location for the whole statement you are making. By leaving it at the end with no comma the 'in Japan' relates to 'cry' but not 'to educate'.]",Chinese (Mandarin)
I couldn't write it well with only 300 letters.,"I couldn't write it well with only 300 .(Do you mean 300 ""words""? There are only 26 letters in the English language.)",Chinese (Mandarin)
"Since he lives in one of the warmest part in America, I guess that I can spend comfortable our Christmas break in Florida.","Since he lives in one of the warmest America, I in Florida.",Chinese (Mandarin)
There are no Japanese translation about your books in Japan.,There are no Japanese translation about your books in Japan.There are no Japanese translations of your books in Japan.,Chinese (Mandarin)
