native,classified_errors,error_counts
Chinese (Mandarin),"[('Other Error', 'Malay', 'PROPN', 'the', 'DET'), ('Noun Error', 'language', 'NOUN', 'Malay', 'PROPN'), ('Noun Error', 'quite', 'ADV', 'language', 'NOUN'), ('Other Error', '.', 'PUNCT', 'well', 'ADV'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', 'can', 'AUX', 'I', 'PRON'), ('Other Error', 'also', 'ADV', 'can', 'AUX'), ('Verb Error', 'speak', 'VERB', 'also', 'ADV'), ('Verb Error', 'Cantonese', 'PROPN', 'speak', 'VERB'), ('Other Error', 'fluently', 'ADV', 'Cantonese', 'PROPN'), ('Other Error', '.', 'PUNCT', 'fluently', 'ADV'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Verb Error', 'learnt', 'VERB', 'I', 'PRON'), ('Verb Error', 'Japanese', 'PROPN', 'learned', 'VERB'), ('Preposition Error', 'for', 'ADP', 'Japanese', 'PROPN'), ('Preposition Error', '1', 'NUM', 'for', 'ADP'), ('Noun Error', 'year', 'NOUN', '1', 'NUM'), ('Noun Error', 'before', 'ADV', 'year', 'NOUN'), ('Other Error', 'but', 'CCONJ', 'before', 'ADV'), ('Other Error', 'too', 'ADV', ',', 'PUNCT'), ('Adjective Error', 'bad', 'ADJ', 'but', 'CCONJ'), ('Pronoun Error', 'now', 'ADV', 'it', 'PRON'), ('Pronoun Error', 'I', 'PRON', 'is', 'AUX'), ('Other Error', 'can', 'AUX', 'too', 'ADV'), ('Adjective Error', 'barely', 'ADV', 'bad', 'ADJ'), ('Verb Error', 'remember', 'VERB', 'now', 'ADV'), ('Pronoun Error', 'any', 'PRON', 'that', 'SCONJ'), ('Pronoun Error', '.', 'PUNCT', 'I', 'PRON')]","Counter({'Other Error': 8, 'Pronoun Error': 7, 'Verb Error': 5, 'Noun Error': 4, 'Preposition Error': 2, 'Adjective Error': 2})"
Chinese (Mandarin),"[('Verb Error', ',', 'PUNCT', 'majoring', 'VERB'), ('Verb Error', 'majoring', 'VERB', 'in', 'ADP'), ('Preposition Error', 'in', 'ADP', 'Chinese', 'PROPN'), ('Other Error', 'Chinese', 'PROPN', '.', 'PUNCT'), ('Other Error', '.', 'PUNCT', 'If', 'SCONJ'), ('Pronoun Error', 'If', 'SCONJ', 'you', 'PRON'), ('Verb Error', 'you', 'PRON', 'want', 'VERB'), ('Verb Error', 'want', 'VERB', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'learn', 'VERB'), ('Verb Error', 'learn', 'VERB', 'Cantonese', 'PROPN'), ('Other Error', 'Cantonese', 'PROPN', 'or', 'CCONJ'), ('Other Error', 'or', 'CCONJ', 'Mandarin', 'PROPN'), ('Other Error', 'Mandarin', 'PROPN', ',', 'PUNCT'), ('Verb Error', ',', 'PUNCT', 'feel', 'VERB'), ('Verb Error', 'feel', 'VERB', 'free', 'ADJ'), ('Adjective Error', 'free', 'ADJ', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'message', 'VERB'), ('Verb Error', 'message', 'VERB', 'me', 'PRON'), ('Pronoun Error', 'me', 'PRON', '.', 'PUNCT'), ('Pronoun Error', '.', 'PUNCT', 'I', 'PRON'), ('Pronoun Error', 'I', 'PRON', 'would', 'AUX'), ('Verb Error', 'would', 'AUX', 'love', 'VERB'), ('Verb Error', 'love', 'VERB', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'help', 'VERB'), ('Verb Error', 'help', 'VERB', 'you', 'PRON'), ('Pronoun Error', 'you', 'PRON', '.', 'PUNCT')]","Counter({'Verb Error': 14, 'Other Error': 5, 'Pronoun Error': 5, 'Preposition Error': 1, 'Adjective Error': 1})"
Chinese (Mandarin),"[('Verb Error', 'to', 'PART', 'practice', 'VERB'), ('Verb Error', 'practice', 'VERB', 'cantonese', 'PROPN'), ('Noun Error', 'cantonese', 'NOUN', 'and', 'CCONJ'), ('Other Error', 'and', 'CCONJ', 'Mandarin', 'PROPN'), ('Other Error', 'mandarin', 'PROPN', '.', 'PUNCT'), ('Verb Error', '.', 'PUNCT', 'Message', 'VERB'), ('Verb Error', 'Message', 'VERB', 'me', 'PRON'), ('Pronoun Error', 'me', 'PRON', 'and', 'CCONJ'), ('Pronoun Error', 'and', 'CCONJ', 'we', 'PRON'), ('Pronoun Error', 'we', 'PRON', 'can', 'AUX'), ('Verb Error', 'can', 'AUX', 'grow', 'VERB'), ('Verb Error', 'grow', 'VERB', 'together', 'ADV'), ('Other Error', 'together', 'ADV', '.', 'PUNCT')]","Counter({'Verb Error': 6, 'Other Error': 3, 'Pronoun Error': 3, 'Noun Error': 1})"
Chinese (Mandarin),"[('Adjective Error', 'more', 'ADV', 'more', 'ADJ'), ('Adjective Error', 'better', 'ADJ', 'about', 'ADP'), ('Adjective Error', 'about', 'ADP', 'Korean', 'ADJ'), ('Noun Error', 'Korea', 'PROPN', 'language', 'NOUN'), ('Noun Error', 'language', 'NOUN', '.', 'PUNCT'), ('Pronoun Error', '.', 'PUNCT', 'I', 'PRON'), ('Verb Error', 'I', 'PRON', 'hope', 'VERB'), ('Verb Error', 'hope', 'VERB', 'I', 'PRON'), ('Pronoun Error', 'I', 'PRON', 'can', 'AUX'), ('Verb Error', 'can', 'AUX', 'find', 'VERB'), ('Verb Error', 'find', 'VERB', 'somebody', 'PRON'), ('Verb Error', 'to', 'PART', 'improve', 'VERB'), ('Verb Error', 'improve', 'VERB', 'my', 'PRON'), ('Adjective Error', 'my', 'PRON', 'Korean', 'ADJ'), ('Noun Error', 'Korea', 'PROPN', 'language', 'NOUN'), ('Noun Error', 'language', 'NOUN', '.', 'PUNCT'), ('Other Error', '.', 'PUNCT', 'And', 'CCONJ'), ('Pronoun Error', 'And', 'CCONJ', 'I', 'PRON'), ('Verb Error', 'I', 'PRON', 'want', 'VERB'), ('Verb Error', 'want', 'VERB', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'improve', 'VERB'), ('Verb Error', 'improve', 'VERB', 'my', 'PRON'), ('Pronoun Error', 'my', 'PRON', 'English', 'PROPN'), ('Other Error', 'English', 'PROPN', '.', 'PUNCT'), ('Other Error', '.', 'PUNCT', 'Also', 'ADV'), ('Other Error', 'Also', 'ADV', ',', 'PUNCT')]","Counter({'Verb Error': 10, 'Adjective Error': 4, 'Noun Error': 4, 'Pronoun Error': 4, 'Other Error': 4})"
Chinese (Mandarin),"[('Pronoun Error', 'I', 'PRON', ',', 'PUNCT'), ('Pronoun Error', 'can', 'AUX', 'I', 'PRON'), ('Verb Error', 'speak', 'VERB', 'can', 'AUX'), ('Verb Error', 'Mandarin', 'PROPN', 'speak', 'VERB'), ('Other Error', 'and', 'CCONJ', 'Mandarin', 'PROPN'), ('Other Error', 'Cantonese', 'PROPN', 'and', 'CCONJ'), ('Other Error', ',', 'PUNCT', 'Cantonese', 'PROPN'), ('Other Error', 'English', 'PROPN', ',', 'PUNCT'), ('Other Error', 'and', 'CCONJ', 'English', 'PROPN'), ('Other Error', 'a', 'DET', 'and', 'CCONJ'), ('Adjective Error', 'little', 'ADJ', 'a', 'DET'), ('Adjective Error', 'Japanese', 'PROPN', 'little', 'ADJ'), ('Other Error', ',', 'PUNCT', 'Japanese', 'PROPN'), ('Verb Error', 'feel', 'VERB', ',', 'PUNCT'), ('Verb Error', 'free', 'ADJ', 'feel', 'VERB'), ('Adjective Error', 'to', 'PART', 'free', 'ADJ'), ('Verb Error', 'contact', 'VERB', 'to', 'PART'), ('Verb Error', 'me', 'PRON', 'contact', 'VERB'), ('Pronoun Error', 'if', 'SCONJ', 'me', 'PRON'), ('Pronoun Error', 'you', 'PRON', 'if', 'SCONJ'), ('Verb Error', 'speak', 'VERB', 'you', 'PRON'), ('Verb Error', 'English', 'PROPN', 'speak', 'VERB'), ('Other Error', 'or', 'CCONJ', 'English', 'PROPN'), ('Other Error', 'Japanese', 'PROPN', 'or', 'CCONJ'), ('Other Error', '.', 'PUNCT', 'Japanese', 'PROPN')]","Counter({'Other Error': 10, 'Verb Error': 8, 'Pronoun Error': 4, 'Adjective Error': 3})"
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Pronoun Error', 'I', 'PRON', 'and', 'CCONJ'), ('Verb Error', 'want', 'VERB', 'I', 'PRON'), ('Verb Error', 'to', 'PART', 'want', 'VERB'), ('Verb Error', 'practice', 'VERB', 'to', 'PART'), ('Verb Error', 'my', 'PRON', 'practice', 'VERB'), ('Noun Error', 'english', 'NOUN', 'my', 'PRON'), ('Noun Error', 'and', 'CCONJ', 'english', 'NOUN'), ('Noun Error', 'japaneseplease', 'NOUN', 'and', 'CCONJ'), ('Verb Error', 'feel', 'VERB', 'japanese', 'ADJ'), ('Adjective Error', 'free', 'ADJ', 'please', 'INTJ'), ('Verb Error', 'to', 'PART', 'feel', 'VERB'), ('Verb Error', 'talk', 'VERB', 'free', 'ADJ'), ('Preposition Error', 'to', 'ADP', 'to', 'PART'), ('Verb Error', 'me', 'PRON', 'talk', 'VERB')]","Counter({'Verb Error': 8, 'Noun Error': 3, 'Pronoun Error': 1, 'Adjective Error': 1, 'Preposition Error': 1})"
Chinese (Mandarin),"[('Pronoun Error', ',', 'PUNCT', 'We', 'PRON'), ('Other Error', '.', 'PUNCT', 'can', 'AUX'), ('Verb Error', 'We', 'PRON', 'communicate', 'VERB'), ('Preposition Error', 'also', 'ADV', 'in', 'ADP'), ('Noun Error', 'can', 'AUX', 'English!o', 'NOUN'), ('Noun Error', 'English!o', 'NOUN', 'you', 'PRON'), ('Other Error', ' ', 'SPACE', '.', 'PUNCT'), ('Verb Error', 'waiting', 'VERB', 'Oops', 'ADV'), ('Preposition Error', 'for', 'ADP', ',', 'PUNCT'), ('Other Error', '.', 'PUNCT', 'am', 'AUX'), ('Other Error', 'Oops', 'ADV', 'an', 'DET'), ('Adjective Error', ',', 'PUNCT', 'animate', 'ADJ'), ('Noun Error', 'I', 'PRON', 'fan', 'NOUN'), ('Other Error', 'am', 'AUX', ',', 'PUNCT'), ('Other Error', 'an', 'DET', 'if', 'SCONJ'), ('Adjective Error', 'animate', 'ADJ', 'you', 'PRON'), ('Noun Error', 'fans', 'NOUN', 'like', 'AUX'), ('Verb Error', ',', 'PUNCT', 'animate', 'VERB'), ('Other Error', 'if', 'SCONJ', 'as', 'ADV'), ('Pronoun Error', 'you', 'PRON', 'well', 'ADV'), ('Other Error', 'like', 'AUX', ',', 'PUNCT'), ('Verb Error', 'animate', 'VERB', 'congratulations', 'NOUN'), ('Other Error', 'as', 'ADV', '!', 'PUNCT'), ('Pronoun Error', 'well', 'ADV', 'You', 'PRON'), ('Verb Error', ',', 'PUNCT', 'found', 'VERB'), ('Noun Error', 'congratulation', 'NOUN', 'another', 'DET'), ('Noun Error', '!', 'PUNCT', 'friend', 'NOUN'), ('Pronoun Error', 'You', 'PRON', '!', 'PUNCT')]","Counter({'Other Error': 9, 'Noun Error': 6, 'Verb Error': 5, 'Pronoun Error': 4, 'Preposition Error': 2, 'Adjective Error': 2})"
Chinese (Mandarin),"[('Noun Error', 'translation', 'NOUN', 'a', 'DET'), ('Noun Error', 'and', 'CCONJ', 'course', 'NOUN'), ('Adjective Error', 'willing', 'ADJ', 'and', 'CCONJ'), ('Adjective Error', 'to', 'PART', 'willing', 'ADJ'), ('Verb Error', 'improve', 'VERB', 'to', 'PART'), ('Verb Error', 'my', 'PRON', 'improve', 'VERB'), ('Adjective Error', 'English', 'ADJ', 'my', 'PRON'), ('Adjective Error', 'and', 'CCONJ', 'English', 'ADJ'), ('Adjective Error', 'Japanese', 'ADJ', 'and', 'CCONJ'), ('Noun Error', 'level', 'NOUN', 'Japanese', 'ADJ'), ('Noun Error', '.', 'PUNCT', 'levels', 'NOUN'), ('Other Error', 'And', 'CCONJ', '.', 'PUNCT'), ('Pronoun Error', 'It', 'PRON', 'And', 'CCONJ'), ('Pronoun Error', 'will', 'AUX', 'it', 'PRON'), ('Adjective Error', 'great', 'ADJ', 'be', 'AUX'), ('Adjective Error', 'to', 'PART', 'great', 'ADJ'), ('Verb Error', 'learn', 'VERB', 'to', 'PART'), ('Verb Error', 'any', 'DET', 'learn', 'VERB'), ('Adjective Error', 'other', 'ADJ', 'any', 'DET'), ('Noun Error', 'language', 'NOUN', 'new', 'ADJ'), ('Noun Error', 'and', 'CCONJ', 'language', 'NOUN'), ('Verb Error', 'make', 'VERB', 'and', 'CCONJ'), ('Verb Error', 'friends', 'NOUN', 'make', 'VERB'), ('Noun Error', 'with', 'ADP', 'friends', 'NOUN'), ('Noun Error', 'people', 'NOUN', 'with', 'ADP'), ('Noun Error', 'from', 'ADP', 'people', 'NOUN'), ('Adjective Error', 'different', 'ADJ', 'from', 'ADP'), ('Noun Error', 'countries', 'NOUN', 'different', 'ADJ'), ('Noun Error', ' ', 'SPACE', 'countries', 'NOUN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', ""'m"", 'AUX', 'I', 'PRON'), ('Adjective Error', 'interested', 'ADJ', ""'m"", 'AUX'), ('Adjective Error', 'in', 'ADP', 'interested', 'ADJ'), ('Verb Error', 'learning', 'VERB', 'in', 'ADP'), ('Verb Error', 'different', 'ADJ', 'learning', 'VERB'), ('Noun Error', 'culture', 'NOUN', 'different', 'ADJ'), ('Noun Error', 'of', 'ADP', 'cultures', 'NOUN'), ('Adjective Error', 'other', 'ADJ', 'of', 'ADP'), ('Noun Error', 'countries', 'NOUN', 'other', 'ADJ'), ('Noun Error', ',', 'PUNCT', 'countries', 'NOUN'), ('Other Error', 'and', 'CCONJ', ',', 'PUNCT'), ('Verb Error', 'loved', 'VERB', 'and', 'CCONJ'), ('Verb Error', 'to', 'PART', 'loved', 'VERB'), ('Verb Error', 'share', 'VERB', 'to', 'PART'), ('Verb Error', 'Chinese', 'ADJ', 'share', 'VERB'), ('Noun Error', 'culture', 'NOUN', 'Chinese', 'ADJ'), ('Noun Error', 'and', 'CCONJ', 'culture', 'NOUN'), ('Other Error', 'all', 'DET', 'and', 'CCONJ'), ('Adjective Error', 'special', 'ADJ', 'the', 'DET'), ('Noun Error', 'things', 'NOUN', 'special', 'ADJ'), ('Noun Error', 'in', 'ADP', 'things', 'NOUN'), ('Preposition Error', 'Hong', 'PROPN', 'in', 'ADP'), ('Preposition Error', 'to', 'ADP', 'Kong', 'PROPN'), ('Noun Error', 'foreigners', 'NOUN', 'to', 'ADP'), ('Noun Error', '.', 'PUNCT', 'foreigners', 'NOUN')]","Counter({'Noun Error': 21, 'Adjective Error': 13, 'Verb Error': 12, 'Pronoun Error': 4, 'Other Error': 3, 'Preposition Error': 2})"
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Other Error', '.', 'PROPN', '.', 'PUNCT')]",Counter({'Other Error': 1})
Chinese (Mandarin),"[('Other Error', 'can', 'AUX', 'to', 'PART'), ('Verb Error', 'levelteaching', 'VERB', 'level', 'NOUN'), ('Noun Error', '.', 'PUNCT', 'level', 'NOUN'), ('Other Error', 'However', 'ADV', '.', 'PUNCT'), ('Other Error', ',', 'PUNCT', 'However', 'ADV'), ('Pronoun Error', 'I', 'PRON', ',', 'PUNCT'), ('Pronoun Error', 'am', 'AUX', 'I', 'PRON'), ('Other Error', 'not', 'PART', 'am', 'AUX'), ('Other Error', 'a', 'DET', 'not', 'PART'), ('Noun Error', 'teacher', 'NOUN', 'a', 'DET'), ('Noun Error', '.', 'PUNCT', 'teacher', 'NOUN')]","Counter({'Other Error': 5, 'Noun Error': 3, 'Pronoun Error': 2, 'Verb Error': 1})"
Chinese (Mandarin),"[('Verb Error', 'love', 'NOUN', 'love', 'VERB')]",Counter({'Verb Error': 1})
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Other Error', 'Both', 'DET', 'Both', 'CCONJ'), ('Noun Error', 'mandarin', 'NOUN', 'Mandarin', 'PROPN'), ('Noun Error', 'cantonese', 'NOUN', 'Cantonese', 'PROPN')]","Counter({'Noun Error': 2, 'Other Error': 1})"
Chinese (Mandarin),"[('Noun Error', 'mandarin', 'NOUN', 'Mandarin', 'PROPN'), ('Adjective Error', 'welcome', 'ADJ', 'please', 'INTJ'), ('Verb Error', 'to', 'PART', 'contact', 'VERB'), ('Verb Error', 'contact', 'VERB', 'me', 'PRON'), ('Pronoun Error', 'me', 'PRON', '.', 'PUNCT'), ('Verb Error', '.', 'PUNCT', 'Let', 'VERB'), ('Verb Error', 'let', 'VERB', 'us', 'PRON'), ('Verb Error', 'us', 'PRON', 'explore', 'VERB'), ('Verb Error', 'explore', 'VERB', 'more', 'ADV'), ('Other Error', 'more', 'ADV', 'and', 'CCONJ'), ('Verb Error', 'and', 'CCONJ', 'learn', 'VERB'), ('Verb Error', 'learn', 'VERB', 'more', 'ADJ'), ('Adjective Error', 'more', 'ADJ', 'from', 'ADP'), ('Preposition Error', 'from', 'ADP', 'each', 'DET'), ('Adjective Error', 'each', 'DET', 'other', 'ADJ'), ('Adjective Error', 'other', 'ADJ', '.', 'PUNCT')]","Counter({'Verb Error': 8, 'Adjective Error': 4, 'Noun Error': 1, 'Pronoun Error': 1, 'Other Error': 1, 'Preposition Error': 1})"
Chinese (Mandarin),"[('Preposition Error', 'for', 'ADP', 'to', 'PART')]",Counter({'Preposition Error': 1})
Chinese (Mandarin),"[('Noun Error', 'u', 'NOUN', 'you', 'PRON')]",Counter({'Noun Error': 1})
Chinese (Mandarin),"[('Other Error', 'would', 'AUX', ',', 'PUNCT'), ('Pronoun Error', 'be', 'AUX', 'it', 'PRON'), ('Other Error', 'much', 'ADV', 'would', 'AUX'), ('Adjective Error', 'better', 'ADJ', 'be', 'AUX'), ('Other Error', '.', 'PUNCT', 'much', 'ADV'), ('Adjective Error', 'Because', 'SCONJ', 'better', 'ADJ'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Other Error', 'am', 'AUX', 'Because', 'SCONJ'), ('Verb Error', 'learning', 'VERB', 'I', 'PRON'), ('Noun Error', 'knowledge', 'NOUN', 'am', 'AUX'), ('Verb Error', 'of', 'ADP', 'learning', 'VERB'), ('Verb Error', 'registered', 'VERB', 'the', 'DET'), ('Preposition Error', ',', 'PUNCT', 'of', 'ADP'), ('Other Error', 'and', 'CCONJ', 'a', 'DET'), ('Noun Error', 'for', 'ADP', 'nurse', 'NOUN'), ('Noun Error', 'help', 'NOUN', 'and', 'CCONJ'), ('Verb Error', '.', 'PUNCT', 'asking', 'VERB'), ('Preposition Error', 'I', 'PRON', 'for', 'ADP'), ('Noun Error', 'will', 'AUX', 'help', 'NOUN'), ('Other Error', 'absolutely', 'ADV', '.', 'PUNCT'), ('Verb Error', 'appreciate', 'VERB', 'I', 'PRON'), ('Pronoun Error', 'it', 'PRON', 'will', 'AUX'), ('Other Error', '.', 'PUNCT', 'absolutely', 'ADV')]","Counter({'Other Error': 7, 'Verb Error': 5, 'Noun Error': 4, 'Pronoun Error': 3, 'Adjective Error': 2, 'Preposition Error': 2})"
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Noun Error', 'native', 'NOUN', 'native', 'ADJ'), ('Noun Error', 'is', 'AUX', 'language', 'NOUN'), ('Other Error', 'Cantonese', 'PROPN', 'is', 'AUX'), ('Other Error', 'and', 'CCONJ', 'Cantonese', 'PROPN'), ('Other Error', 'Mandarin', 'PROPN', 'and', 'CCONJ'), ('Other Error', '.', 'PUNCT', 'Mandarin', 'PROPN'), ('Other Error', 'Although', 'SCONJ', '.', 'PUNCT'), ('Pronoun Error', 'I', 'PRON', 'Although', 'SCONJ'), ('Verb Error', 'learned', 'VERB', 'I', 'PRON'), ('Verb Error', 'English', 'PROPN', 'learned', 'VERB'), ('Preposition Error', 'for', 'ADP', 'English', 'PROPN'), ('Adjective Error', 'many', 'ADJ', 'for', 'ADP'), ('Noun Error', 'years', 'NOUN', 'many', 'ADJ'), ('Noun Error', ',', 'PUNCT', 'years', 'NOUN'), ('Pronoun Error', 'my', 'PRON', ',', 'PUNCT'), ('Noun Error', 'conversation', 'NOUN', 'my', 'PRON'), ('Noun Error', 'is', 'AUX', 'skills', 'NOUN'), ('Other Error', 'not', 'PART', 'are', 'AUX'), ('Adjective Error', 'good', 'ADJ', 'not', 'PART'), ('Adjective Error', 'enough', 'ADV', 'good', 'ADJ'), ('Other Error', '.', 'PUNCT', 'enough', 'ADV'), ('Other Error', 'Therefore', 'ADV', '.', 'PUNCT'), ('Pronoun Error', 'I', 'PRON', 'Therefore', 'ADV'), ('Verb Error', 'want', 'VERB', ',', 'PUNCT'), ('Pronoun Error', 'to', 'PART', 'I', 'PRON'), ('Pronoun Error', 'my', 'PRON', 'to', 'PART'), ('Pronoun Error', 'English', 'PROPN', 'my', 'PRON'), ('Verb Error', '.', 'PUNCT', 'speaking', 'VERB'), ('Pronoun Error', 'I', 'PRON', 'English', 'PROPN'), ('Other Error', 'will', 'AUX', '.', 'PUNCT'), ('Verb Error', 'teach', 'VERB', 'I', 'PRON'), ('Pronoun Error', 'you', 'PRON', 'will', 'AUX'), ('Verb Error', 'mandarin', 'NOUN', 'teach', 'VERB'), ('Preposition Error', 'as', 'ADP', 'you', 'PRON'), ('Noun Error', 'return', 'NOUN', 'Mandarin', 'PROPN'), ('Preposition Error', '.', 'PUNCT', 'as', 'ADP'), ('Adjective Error', 'Nice', 'ADJ', 'a', 'DET'), ('Noun Error', 'to', 'PART', 'return', 'NOUN'), ('Verb Error', 'meet', 'VERB', '.', 'PUNCT'), ('Adjective Error', 'you', 'PRON', 'Nice', 'ADJ'), ('Other Error', '!', 'PUNCT', 'to', 'PART')]","Counter({'Other Error': 10, 'Noun Error': 8, 'Pronoun Error': 8, 'Verb Error': 7, 'Adjective Error': 5, 'Preposition Error': 3})"
Chinese (Mandarin),"[('Verb Error', 'wanna', 'NOUN', 'want', 'VERB'), ('Verb Error', 'improve', 'VERB', 'to', 'PART'), ('Verb Error', 'my', 'PRON', 'improve', 'VERB'), ('Verb Error', 'speaking', 'VERB', 'my', 'PRON'), ('Verb Error', 'English', 'PROPN', 'speaking', 'VERB'), ('Other Error', '.', 'PUNCT', 'English', 'PROPN')]","Counter({'Verb Error': 5, 'Other Error': 1})"
Chinese (Mandarin),"[('Verb Error', 'speak', 'VERB', 'to', 'PART'), ('Verb Error', 'Chinese', 'PROPN', 'speak', 'VERB'), ('Other Error', '.', 'PUNCT', 'Chinese', 'PROPN'), ('Verb Error', 'Looking', 'VERB', '.', 'PUNCT'), ('Verb Error', 'forward', 'ADV', 'Looking', 'VERB'), ('Preposition Error', 'to', 'ADP', 'forward', 'ADV'), ('Verb Error', 'hearing', 'VERB', 'to', 'ADP'), ('Verb Error', 'from', 'ADP', 'hearing', 'VERB'), ('Preposition Error', 'you', 'PRON', 'from', 'ADP'), ('Pronoun Error', '.', 'PUNCT', 'you', 'PRON')]","Counter({'Verb Error': 6, 'Preposition Error': 2, 'Other Error': 1, 'Pronoun Error': 1})"
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Other Error', ',', 'PUNCT', 'and', 'CCONJ'), ('Adjective Error', 'Chinese', 'PROPN', 'Chinese', 'ADJ')]","Counter({'Other Error': 1, 'Adjective Error': 1})"
Chinese (Mandarin),"[('Verb Error', 'hope', 'VERB', 'Hope', 'PROPN')]",Counter({'Verb Error': 1})
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Adjective Error', 'more', 'ADJ', 'more', 'ADV'), ('Noun Error', 'intersting', 'NOUN', 'interactive', 'ADJ'), ('Noun Error', 'way', 'NOUN', ',', 'PUNCT'), ('Other Error', ',', 'PUNCT', 'so', 'ADV'), ('Pronoun Error', 'so', 'ADV', 'I', 'PRON'), ('Verb Error', 'i', 'PRON', 'think', 'VERB'), ('Verb Error', 'think', 'VERB', 'maybe', 'ADV'), ('Pronoun Error', 'maybe', 'ADV', 'I', 'PRON'), ('Pronoun Error', 'i', 'PRON', 'can', 'AUX'), ('Verb Error', 'can', 'AUX', 'find', 'VERB'), ('Verb Error', 'find', 'VERB', 'a', 'DET'), ('Noun Error', 'a', 'DET', 'language', 'NOUN'), ('Noun Error', 'partner', 'NOUN', 'on', 'ADP'), ('Preposition Error', 'on', 'ADP', 'the', 'DET'), ('Noun Error', 'the', 'DET', 'internet', 'NOUN'), ('Noun Error', 'internet', 'NOUN', '.', 'PUNCT'), ('Other Error', '.', 'PUNCT', 'If', 'SCONJ'), ('Pronoun Error', 'if', 'SCONJ', 'anyone', 'PRON'), ('Verb Error', 'anyone', 'PRON', 'has', 'VERB'), ('Verb Error', 'have', 'VERB', 'the', 'DET'), ('Adjective Error', 'the', 'DET', 'same', 'ADJ'), ('Noun Error', 'same', 'ADJ', 'idea', 'NOUN'), ('Noun Error', 'idea', 'NOUN', ',', 'PUNCT'), ('Adjective Error', ',', 'PUNCT', 'welcome', 'ADJ'), ('Adjective Error', 'welcome', 'ADJ', 'to', 'PART'), ('Verb Error', 'to', 'PART', 'contact', 'VERB'), ('Verb Error', 'contact', 'VERB', 'me', 'PRON'), ('Pronoun Error', 'me', 'PRON', '.', 'PUNCT')]","Counter({'Noun Error': 8, 'Verb Error': 8, 'Pronoun Error': 5, 'Adjective Error': 4, 'Other Error': 2, 'Preposition Error': 1})"
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Preposition Error', '30', 'NUM', 'for', 'ADP'), ('Noun Error', 'minutes', 'NOUN', '30', 'NUM'), ('Noun Error', '.', 'PUNCT', 'minutes', 'NOUN'), ('Pronoun Error', 'I', 'PRON', '.', 'PUNCT'), ('Pronoun Error', 'can', 'AUX', 'I', 'PRON'), ('Verb Error', 'improve', 'VERB', 'can', 'AUX'), ('Verb Error', 'your', 'PRON', 'improve', 'VERB'), ('Adjective Error', 'Chinese', 'ADJ', 'your', 'PRON'), ('Noun Error', 'language', 'NOUN', 'Chinese', 'ADJ'), ('Noun Error', 'seriously', 'ADV', 'language', 'NOUN'), ('Other Error', '.', 'PUNCT', 'seriously', 'ADV'), ('Other Error', 'If', 'SCONJ', '.', 'PUNCT'), ('Pronoun Error', 'you', 'PRON', 'If', 'SCONJ'), ('Pronoun Error', 'are', 'AUX', 'you', 'PRON'), ('Adjective Error', 'interested', 'ADJ', 'are', 'AUX'), ('Adjective Error', 'in', 'ADP', 'interested', 'ADJ'), ('Preposition Error', 'my', 'PRON', 'in', 'ADP'), ('Noun Error', 'plan', 'NOUN', 'my', 'PRON'), ('Noun Error', ',', 'PUNCT', 'plan', 'NOUN'), ('Other Error', 'Please', 'INTJ', ',', 'PUNCT'), ('Verb Error', 'contact', 'VERB', 'please', 'INTJ'), ('Verb Error', 'me', 'PRON', 'contact', 'VERB')]","Counter({'Noun Error': 6, 'Pronoun Error': 4, 'Verb Error': 4, 'Adjective Error': 3, 'Other Error': 3, 'Preposition Error': 2})"
Chinese (Mandarin),[],Counter()
Chinese (Mandarin),"[('Other Error', 'and', 'CCONJ', 'Welcome', 'INTJ'), ('Verb Error', 'welcome', 'VERB', 'to', 'ADP'), ('Preposition Error', 'to', 'ADP', 'China', 'PROPN'), ('Other Error', 'China', 'PROPN', '.', 'PUNCT'), ('Other Error', '.', 'PUNCT', 'Also', 'ADV'), ('Verb Error', 'also', 'ADV', 'waiting', 'VERB'), ('Verb Error', 'waiting', 'VERB', 'for', 'ADP'), ('Preposition Error', 'for', 'ADP', 'your', 'PRON'), ('Noun Error', 'your', 'PRON', 'help', 'NOUN'), ('Noun Error', 'help', 'NOUN', '.', 'PUNCT')]","Counter({'Other Error': 3, 'Verb Error': 3, 'Preposition Error': 2, 'Noun Error': 2})"
