Unnamed: 0,native,language,text
21674,Chinese (Mandarin),"[{'language': 'Polish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Beginner of Japanese and Polish. Would like to learn more of them.Able to communicate in English in Daily life but want to practise more.
21675,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'm looking for english native speaker to practice my english speaking.
21677,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",I'm new to this online conversation exchange thing. I want to find someone i can practise speaking English with. I can teach you Chinese Cantonese and Mandarin in the meantime or we can just talk in English to improve English together. Message me if you are interested.
21678,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Please chat with me
21682,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I want to make friends with someone that has the same hobbies with me and share everything happened arround us.emmmmm........ I think I am an easygoing girl. If I can get along well with you, it is my pleasure!"
21683,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm from China. I mainly want to study English. If you want to learn Chinese,you can contact me.We can learn from other.The kindest friend there could ever be."
21684,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm currently learning English for improve it into higher level. If you would like to study about Cantonese and Mandarin, I'd be happy to exchange languages with you  I wanna to find a partner who can practice speaking with me twice a week 30mins. Please send me a message if you want to exchange with me."
21685,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hey guys, I'm Kenny who was born in Hong Kong and now studying university in Australia. Cantonese and Mandarin are my native language and Engish is my second language, feel free to chat with me if you wanna learn these languages. I would like to share my livelihood with you also learn about different culture in our communications."
21688,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Im Elena, and i'm looking forward to meeting people from all over the world! And i also looking for an English speaking partner,for exchange,I can teach you Mandrain and Cantonese! I study expanol in college currently, but still a beginer. Please do msg me for language learning or friend making!!! im curious about your world!"
21692,Chinese (Mandarin),"[{'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I can speak Mandarin, Cantonese, English, and I want to exchange the language with you guys"
21693,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]","Hello everyone, I am a college student from China, majoring in Statistic. I know much about Chinese culture and have a confidence in Chinese teaching. Also, I am a positive and outgoing girl, so it will be full of happiness in our talk. Now I want to make some friends who can speak influent English or Japanese."
21695,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, I studied in UNSW and would like to meet some new friends with conversation exchange!"
21698,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am a college student majoring in English, but I still struggle with speaking English. In my daily life, I find little chance to practice speaking English with native speakers. I do really hope you can come to talk with me and then we can make progress together! I am really looking forward to it!"
21701,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi there, I like to practice with someone in oral English and in return, I can practice or teach you Cantonese/Mandarin. Let's pick whatever topic and get start to talk."
21703,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 45, 'proficiency': 'Intermediate'}]","I'm a good teacher of cantonese and mandarin. And now l'm looking for a partner who speaks English or French and who wants to lean Chinese, I'm here for you!"
21707,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to improve my English and am willing to make friends with those who share the same interests with me, thanks."
21708,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, I am Aaron, I am practising English and at a middle level, I need a partner to help me improve it. In return, I can teach him/her to improve Mardarin or Cantonese."
21709,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to improve my English Proficiency. Can you help me? For exchange, I can return Cantonese and Mandarin! I prefer text or voice message.Nice to meet you!"
21710,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I just finished my undergraduate study and I'm about to join a multinational firm at September. I want to find a language partner to improve my oral English so that I can handle conversation more fluently. I can help you practice Mandarin or Cantonese, and share Chinese culture and interesting things with you. I'm so glad to make friends with different cultural background. Hope we can improve our language skill together :"
21712,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}]","Personality cant be described just by 500 characters, why not try to drop me a message if u wanna know me?."
21713,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm Yeethen, a native student from Guangdong still studying during the third year of the college. I love practicing English because I d' like to learn further more about overseas culture. It is my pleasure to help you learn Chinese if you would like. and I wanna make more friends to talk for exchanging our fantastic minds. of course, I have pretty much hobbies to share with you such as football , badminton, music, piano, games, etc. Hope to meet you as soon as possible!"
21715,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","As a native Chinese speaker,I am proficient in Mandarin and Contonese. I am more than happy to teach u Chinse and hope to improve my spoken English. Ideally we can meet after work if you happen to work in city as well."
21717,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Cantonese and mandarin exchange English
21719,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hello, I just looking for someone to practice oral English with me. In exchange, I can help with your Chinese. We can spend one or two hours every week to discuss whatever topics. It will be better if you can speak a little Chinese. You can contact me from WeChat or WhatsApp. Looking forward to talking with you."
21720,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm a student in Melbourne, want to find a job later and need to practice my English well. Is anyone interested in Cantonese or Mandarin? Please contact me"
21721,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I have learned English for a long time, but I haven't made great progress. I like English very much, so I often listen to English songs, English movies and plays. However, I still find it difficult to communicate with others in English. I can speak mandarin and cantonese. If you are interested, let's be friends."
